seq,tx,rx,latency
439739,1764177706031906444,1764177706025263354,-6643090
3227431,1764177706031924407,1764177706025280910,-6643497
439740,1764177706032966049,1764177706026322524,-6643525
3227432,1764177706032984215,1764177706026340654,-6643561
439741,1764177706034025709,1764177706027382935,-6642774
3227433,1764177706034044097,1764177706027400546,-6643551
439742,1764177706035085202,1764177706028442457,-6642745
3227434,1764177706035104053,1764177706028460883,-6643170
439743,1764177706036146306,1764177706029503812,-6642494
3227435,1764177706036163973,1764177706029520645,-6643328
439744,1764177706037205929,1764177706030563296,-6642633
3227436,1764177706037223762,1764177706030581074,-6642688
439745,1764177706038265478,1764177706031622096,-6643382
3227437,1764177706038284126,1764177706031640763,-6643363
439746,1764177706039326174,1764177706032682729,-6643445
3227438,1764177706039344026,1764177706032700747,-6643279
439747,1764177706040385742,1764177706033742380,-6643362
3227439,1764177706040403908,1764177706033760861,-6643047
439748,1764177706041445383,1764177706034802235,-6643148
3227440,1764177706041464124,1764177706034821476,-6642648
439749,1764177706042504987,1764177706035866053,-6638934
3227441,1764177706042524061,1764177706035880886,-6643175
439750,1764177706043566092,1764177706036922871,-6643221
3227442,1764177706043584055,1764177706036940797,-6643258
439751,1764177706044625640,1764177706037984152,-6641488
3227443,1764177706044644066,1764177706038000800,-6643266
439752,1764177706045685282,1764177706039042044,-6643238
3227444,1764177706045704170,1764177706039060989,-6643181
439753,1764177706046744812,1764177706040101584,-6643228
3227445,1764177706046764201,1764177706040120714,-6643487
439754,1764177706047805657,1764177706041162328,-6643329
3227446,1764177706047824564,1764177706041180958,-6643606
439755,1764177706048865391,1764177706042222665,-6642726
3227447,1764177706048884539,1764177706042241498,-6643041
439756,1764177706049925162,1764177706043281816,-6643346
3227448,1764177706049944365,1764177706043300798,-6643567
439757,1764177706050984914,1764177706044342634,-6642280
3227449,1764177706051004081,1764177706044361430,-6642651
439758,1764177706052045870,1764177706045402748,-6643122
3227450,1764177706052063963,1764177706045420619,-6643344
439759,1764177706053105475,1764177706046462233,-6643242
3227451,1764177706053123919,1764177706046480826,-6643093
439760,1764177706054164968,1764177706047521736,-6643232
3227452,1764177706054183986,1764177706047540681,-6643305
439761,1764177706055225535,1764177706048582332,-6643203
3227453,1764177706055243757,1764177706048600962,-6642795
439762,1764177706056284639,1764177706049641650,-6642989
3227454,1764177706056303473,1764177706049660243,-6643230
439763,1764177706057344485,1764177706050701542,-6642943
3227455,1764177706057363225,1764177706050719931,-6643294
439764,1764177706058404385,1764177706051761490,-6642895
3227456,1764177706058424829,1764177706051782804,-6642025
439765,1764177706059465489,1764177706052822678,-6642811
3227457,1764177706059486174,1764177706052843141,-6643033
439766,1764177706060525427,1764177706053882200,-6643227
3227458,1764177706060546686,1764177706053903366,-6643320
439767,1764177706061585235,1764177706054942518,-6642717
3227459,1764177706061606698,1764177706054963481,-6643217
439768,1764177706062644987,1764177706056002243,-6642744
3227460,1764177706062666524,1764177706056023095,-6643429
439769,1764177706063705925,1764177706057063228,-6642697
3227461,1764177706063726369,1764177706057082987,-6643382
439770,1764177706064765881,1764177706058122638,-6643243
3227462,1764177706064786122,1764177706058143898,-6642224
439771,1764177706065825763,1764177706059182401,-6643362
3227463,1764177706065845967,1764177706059202586,-6643381
439772,1764177706066885590,1764177706060242219,-6643371
3227464,1764177706066905701,1764177706060262404,-6643297
439773,1764177706067946676,1764177706061303463,-6643213
3227465,1764177706067965842,1764177706061322518,-6643324
439774,1764177706069006391,1764177706062362873,-6643518
3227466,1764177706069025724,1764177706062383170,-6642554
439775,1764177706070066310,1764177706063422951,-6643359
3227467,1764177706070085736,1764177706063442136,-6643600
439776,1764177706071126118,1764177706064487676,-6638442
3227468,1764177706071145711,1764177706064503972,-6641739
439777,1764177706072187130,1764177706065545475,-6641655
3227469,1764177706072205870,1764177706065562809,-6643061
439778,1764177706073246827,1764177706066603868,-6642959
3227470,1764177706073265753,1764177706066622423,-6643330
439779,1764177706074306487,1764177706067663037,-6643450
3227471,1764177706074325783,1764177706067683000,-6642783
439780,1764177706075367443,1764177706068724392,-6643051
3227472,1764177706075385739,1764177706068742300,-6643439
439781,1764177706076427047,1764177706069784488,-6642559
3227473,1764177706076445788,1764177706069802729,-6643059
439782,1764177706077486596,1764177706070843417,-6643179
3227474,1764177706077505633,1764177706070862436,-6643197
439783,1764177706078546441,1764177706071906476,-6639965
3227475,1764177706078565589,1764177706071923550,-6642039
439784,1764177706079607360,1764177706072965850,-6641510
3227476,1764177706079625378,1764177706072982276,-6643102
439785,1764177706080666964,1764177706074023649,-6643315
3227477,1764177706080685334,1764177706074042112,-6643222
439786,1764177706081726494,1764177706075083504,-6642990
3227478,1764177706081745235,1764177706075101819,-6643416
439787,1764177706082785821,1764177706076142359,-6643462
3227479,1764177706082804932,1764177706076162415,-6642517
439788,1764177706083846592,1764177706077203492,-6643100
3227480,1764177706083865036,1764177706077221788,-6643248
439789,1764177706084906122,1764177706078262791,-6643331
3227481,1764177706084925011,1764177706078281810,-6643201
439790,1764177706085965634,1764177706079323646,-6641988
3227482,1764177706085985004,1764177706079341887,-6643117
439791,1764177706087025423,1764177706080384446,-6640977
3227483,1764177706087044960,1764177706080401613,-6643347
439792,1764177706088086213,1764177706081443153,-6643060
3227484,1764177706088105046,1764177706081461875,-6643171
439793,1764177706089145780,1764177706082502730,-6643050
3227485,1764177706089164947,1764177706082521989,-6642958
439794,1764177706090205477,1764177706083563067,-6642410
3227486,1764177706090224847,1764177706083581733,-6643114
439795,1764177706091266303,1764177706084623292,-6643011
3227487,1764177706091285174,1764177706084641588,-6643586
439796,1764177706092325871,1764177706085682740,-6643131
3227488,1764177706092345185,1764177706085702758,-6642427
439797,1764177706093385697,1764177706086742484,-6643213
3227489,1764177706093405216,1764177706086762280,-6642936
439798,1764177706094445339,1764177706087803783,-6641556
3227490,1764177706094465061,1764177706087822339,-6642722
439799,1764177706095506276,1764177706088864305,-6641971
3227491,1764177706095525183,1764177706088881823,-6643360
439800,1764177706096565843,1764177706089922271,-6643572
3227492,1764177706096585140,1764177706089942641,-6642499
439801,1764177706097625614,1764177706090982459,-6643155
3227493,1764177706097644855,1764177706091001367,-6643488
439802,1764177706098685385,1764177706092041925,-6643460
3227494,1764177706098704774,1764177706092061277,-6643497
439803,1764177706099746267,1764177706093104077,-6642190
3227495,1764177706099764749,1764177706093121336,-6643413
439804,1764177706100805835,1764177706094162802,-6643033
3227496,1764177706100824557,1764177706094181135,-6643422
439805,1764177706101865161,1764177706095221805,-6643356
3227497,1764177706101884661,1764177706095241305,-6643356
439806,1764177706102924858,1764177706096281586,-6643272
3227498,1764177706102944413,1764177706096300994,-6643419
439807,1764177706103985888,1764177706097343997,-6641891
3227499,1764177706104004833,1764177706097361849,-6642984
439808,1764177706105045381,1764177706098402593,-6642788
3227500,1764177706105064752,1764177706098421463,-6643289
439809,1764177706106104801,1764177706099461392,-6643409
3227501,1764177706106124541,1764177706099481948,-6642593
439810,1764177706107163664,1764177706100527543,-6636121
3227502,1764177706107184757,1764177706100541821,-6642936
439811,1764177706108223583,1764177706101581084,-6642499
3227503,1764177706108246157,1764177706101604010,-6642147
439812,1764177706109283558,1764177706102640328,-6643230
3227504,1764177706109307224,1764177706102664328,-6642896
439813,1764177706110343384,1764177706103700238,-6643146
3227505,1764177706110367236,1764177706103724812,-6642424
439814,1764177706111404433,1764177706104761556,-6642877
3227506,1764177706111427118,1764177706104783704,-6643414
439815,1764177706112464260,1764177706105821300,-6642960
3227507,1764177706112486852,1764177706105843337,-6643515
439816,1764177706113523994,1764177706106881322,-6642672
3227508,1764177706113546771,1764177706106903914,-6642857
439817,1764177706114583672,1764177706107940121,-6643551
3227509,1764177706114606653,1764177706107963214,-6643439
439818,1764177706115644591,1764177706109001384,-6643207
3227510,1764177706115666721,1764177706109023569,-6643152
439819,1764177706116704621,1764177706110061239,-6643382
3227511,1764177706116726417,1764177706110082868,-6643549
439820,1764177706117764559,1764177706111122020,-6642539
3227512,1764177706117786077,1764177706111142983,-6643094
439821,1764177706118824385,1764177706112182449,-6641936
3227513,1764177706118845922,1764177706112202282,-6643640
439822,1764177706119885193,1764177706113241711,-6643482
3227514,1764177706119905953,1764177706113263600,-6642353
439823,1764177706120944909,1764177706114305011,-6639898
3227515,1764177706120965798,1764177706114323511,-6642287
439824,1764177706122004680,1764177706115361718,-6642962
3227516,1764177706122025532,1764177706115382514,-6643018
439825,1764177706123064395,1764177706116421295,-6643100
3227517,1764177706123085210,1764177706116441813,-6643397
439826,1764177706124125314,1764177706117482594,-6642720
3227518,1764177706124145018,1764177706117502650,-6642368
439827,1764177706125185085,1764177706118541986,-6643099
3227519,1764177706125204678,1764177706118561598,-6643080
439828,1764177706126244838,1764177706119601823,-6643015
3227520,1764177706126264615,1764177706119621101,-6643514
439829,1764177706127305683,1764177706120663252,-6642431
3227521,1764177706127324738,1764177706120681400,-6643338
439830,1764177706128365417,1764177706121721922,-6643495
3227522,1764177706128384935,1764177706121741922,-6643013
439831,1764177706129425243,1764177706122782036,-6643207
3227523,1764177706129444854,1764177706122801647,-6643207
439832,1764177706130485181,1764177706123841947,-6643234
3227524,1764177706130504736,1764177706123861632,-6643104
439833,1764177706131546081,1764177706124903950,-6642131
3227525,1764177706131565007,1764177706124921839,-6643168
439834,1764177706132605852,1764177706125962768,-6643084
3227526,1764177706132625056,1764177706125981842,-6643214
439835,1764177706133665660,1764177706127022771,-6642889
3227527,1764177706133684845,1764177706127042253,-6642592
439836,1764177706134725357,1764177706128082237,-6643120
3227528,1764177706134744672,1764177706128102441,-6642231
439837,1764177706135786221,1764177706129143352,-6642869
3227529,1764177706135804702,1764177706129161389,-6643313
439838,1764177706136845881,1764177706130202410,-6643471
3227530,1764177706136864603,1764177706130221262,-6643341
439839,1764177706137905652,1764177706131262451,-6643201
3227531,1764177706137924670,1764177706131282284,-6642386
439840,1764177706138965330,1764177706132321991,-6643339
3227532,1764177706138984515,1764177706132341102,-6643413
439841,1764177706140026082,1764177706133382735,-6643347
3227533,1764177706140044619,1764177706133401827,-6642792
439842,1764177706141086816,1764177706134446442,-6640374
3227534,1764177706141110798,1764177706134472423,-6638375
439843,1764177706142146439,1764177706135503556,-6642883
3227535,1764177706142172865,1764177706135530111,-6642754
439844,1764177706143206321,1764177706136563355,-6642966
3227536,1764177706143233154,1764177706136590115,-6643039
439845,1764177706144266037,1764177706137622729,-6643308
3227537,1764177706144292999,1764177706137649618,-6643381
439846,1764177706145325752,1764177706138683658,-6642094
3227538,1764177706145352678,1764177706138709510,-6643168
439847,1764177706146385486,1764177706139742124,-6643362
3227539,1764177706146412264,1764177706139768995,-6643269
439848,1764177706147446331,1764177706140803535,-6642796
3227540,1764177706147471979,1764177706140829461,-6642518
439849,1764177706148506176,1764177706141862945,-6643231
3227541,1764177706148531657,1764177706141888168,-6643489
439850,1764177706149565947,1764177706142922708,-6643239
3227542,1764177706149591391,1764177706142948449,-6642942
439851,1764177706150625681,1764177706143982878,-6642803
3227543,1764177706150650884,1764177706144007452,-6643432
439852,1764177706151686582,1764177706145043622,-6642960
